Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
1994,AL,Full-Service Providers,"23,158,543","11,844,229","31,918,985",NA,"658,919","67,580,676"
1994,AR,Full-Service Providers,"11,642,130","6,865,634","13,525,887",NA,"585,447","32,619,098"
1994,AZ,Full-Service Providers,"18,212,371","15,624,769","11,303,258",NA,"2,141,637","47,282,035"
1994,CA,Full-Service Providers,"68,866,355","76,924,502","59,863,696",NA,"8,029,749","213,684,302"
1994,CO,Full-Service Providers,"10,938,748","12,953,194","9,620,137",NA,"990,200","34,502,279"
1994,CT,Full-Service Providers,"10,898,426","10,844,625","5,916,930",NA,"365,690","28,025,671"
1994,DC,Full-Service Providers,"1,571,539","8,093,088","267,295",NA,"362,753","10,294,675"
1994,DE,Full-Service Providers,"3,107,179","2,684,562","3,446,827",NA,"60,403","9,298,971"
1994,FL,Full-Service Providers,"80,595,125","57,447,392","16,512,738",NA,"4,989,045","159,544,300"
1994,GA,Full-Service Providers,"32,734,558","26,161,354","29,942,276",NA,"1,074,896","89,913,084"
1994,HI,Full-Service Providers,"2,556,879","2,542,915","3,790,665",NA,"57,963","8,948,422"
1994,IA,Full-Service Providers,"11,061,653","7,477,060","13,224,138",NA,"1,276,400","33,039,251"
1994,ID,Full-Service Providers,"6,221,886","5,637,525","7,646,628",NA,"372,576","19,878,615"
1994,IL,Full-Service Providers,"35,705,729","35,662,744","41,765,360",NA,"8,356,215","121,490,048"
1994,IN,Full-Service Providers,"25,048,144","17,462,431","40,762,764",NA,"534,204","83,807,543"
1994,KS,Full-Service Providers,"10,130,537","10,110,627","9,001,458",NA,"371,199","29,613,821"
1994,KY,Full-Service Providers,"19,480,850","10,094,521","40,048,861",NA,"2,861,135","72,485,367"
1994,LA,Full-Service Providers,"22,628,608","15,040,773","29,869,646",NA,"2,592,779","70,131,806"
1994,MA,Full-Service Providers,"16,048,966","19,371,255","9,710,222",NA,"960,911","46,091,354"
1994,MD,Full-Service Providers,"21,666,119","13,253,587","19,037,490",NA,"794,427","54,751,623"
1994,ME,Full-Service Providers,"3,691,828","2,811,591","4,951,832",NA,"150,564","11,605,815"
1994,MI,Full-Service Providers,"27,174,208","30,411,630","32,716,794",NA,"857,355","91,159,987"
1994,MN,Full-Service Providers,"16,006,557","8,996,867","25,450,840",NA,"700,841","51,155,105"
1994,MO,Full-Service Providers,"24,056,901","20,613,575","14,106,043",NA,"916,239","59,692,758"
1994,MS,Full-Service Providers,"13,641,721","7,093,799","15,255,933",NA,"635,116","36,626,569"
1994,MT,Full-Service Providers,"3,566,917","3,096,032","5,960,540",NA,"560,645","13,184,134"
1994,NC,Full-Service Providers,"37,206,780","27,457,860","33,307,132",NA,"1,817,410","99,789,182"
1994,ND,Full-Service Providers,"3,242,829","1,884,264","2,011,279",NA,"542,392","7,680,764"
1994,NE,Full-Service Providers,"7,379,419","5,808,823","5,344,841",NA,"1,340,065","19,873,148"
1994,NH,Full-Service Providers,"3,430,562","3,220,992","2,182,353",NA,"122,314","8,956,221"
1994,NJ,Full-Service Providers,"22,153,557","29,357,664","14,251,230",NA,"495,142","66,257,593"
1994,NM,Full-Service Providers,"4,079,696","4,969,552","5,184,192",NA,"1,625,354","15,858,794"
1994,NV,Full-Service Providers,"6,844,708","4,611,836","7,774,863",NA,"804,864","20,036,271"
1994,NY,Full-Service Providers,"40,104,842","48,827,585","29,466,764",NA,"12,777,380","131,176,571"
1994,OH,Full-Service Providers,"41,791,275","34,053,066","74,010,054",NA,"4,522,314","154,376,709"
1994,OK,Full-Service Providers,"16,127,874","11,120,787","11,721,409",NA,"2,173,373","41,143,443"
1994,OR,Full-Service Providers,"16,462,155","12,659,575","15,071,945",NA,"777,067","44,970,742"
1994,PA,Full-Service Providers,"42,238,893","33,394,877","46,075,599",NA,"1,335,680","123,045,049"
1994,RI,Full-Service Providers,"2,456,722","2,562,933","1,378,453",NA,"173,738","6,571,846"
1994,SC,Full-Service Providers,"19,903,087","13,392,964","27,760,265",NA,"801,642","61,857,958"
1994,SD,Full-Service Providers,"3,147,027","1,919,411","1,762,095",NA,"345,521","7,174,054"
1994,TN,Full-Service Providers,"32,796,716","5,153,895","43,614,204",NA,"968,477","82,533,292"
1994,TX,Full-Service Providers,"89,792,702","66,467,121","90,329,333",NA,"11,590,581","258,179,737"
1994,UT,Full-Service Providers,"5,008,938","5,499,542","6,497,934",NA,"840,650","17,847,064"
1994,VA,Full-Service Providers,"32,343,035","22,947,822","18,153,521",NA,"8,765,760","82,210,138"
1994,VT,Full-Service Providers,"2,009,429","1,586,168","1,434,727",NA,"36,180","5,066,504"
1994,WA,Full-Service Providers,"29,672,858","19,752,439","34,065,131",NA,"3,642,969","87,133,397"
1994,WI,Full-Service Providers,"17,660,152","14,377,866","22,714,163",NA,"659,430","55,411,611"
1994,WV,Full-Service Providers,"8,662,897","5,539,452","10,481,537",NA,"91,822","24,775,708"
1994,WY,Full-Service Providers,"1,864,918","2,427,844","7,259,550",NA,"144,068","11,696,380"
1994,US,Full-Service Providers,"1,008,481,682","820,269,462","1,007,981,245",NA,"97,830,475","2,934,562,864"
1993,AK,Total Electric Industry,"1,629,036","2,062,399","501,059",NA,"182,133","4,374,627"
1993,AL,Total Electric Industry,"22,627,783","11,254,231","30,523,625",NA,"652,036","65,057,675"
1993,AR,Total Electric Industry,"11,761,761","6,698,105","12,609,005",NA,"594,062","31,662,933"
1993,AZ,Total Electric Industry,"16,705,090","14,813,140","10,989,057",NA,"1,900,567","44,407,854"
1993,CA,Total Electric Industry,"67,358,692","79,058,161","56,189,186",NA,"7,893,887","210,499,926"
1993,CO,Total Electric Industry,"10,655,734","14,422,396","7,024,007",NA,"855,666","32,957,803"
1993,CT,Total Electric Industry,"10,596,641","10,676,841","5,597,348",NA,"367,657","27,238,487"
1993,DC,Total Electric Industry,"1,634,807","5,417,566","2,976,390",NA,"345,859","10,374,622"
1993,DE,Total Electric Industry,"3,043,825","2,604,586","3,416,811",NA,"55,912","9,121,134"
1993,FL,Total Electric Industry,"76,827,417","54,875,680","16,297,722",NA,"4,747,000","152,747,819"
1993,GA,Total Electric Industry,"33,866,821","25,168,564","29,084,291",NA,"1,071,365","89,191,041"
1993,HI,Total Electric Industry,"2,468,578","2,363,224","3,769,876",NA,"56,233","8,657,911"
1993,IA,Total Electric Industry,"11,103,104","7,268,933","12,465,070",NA,"1,266,803","32,103,910"
1993,ID,Total Electric Industry,"6,245,111","4,968,602","7,222,067",NA,"284,060","18,719,840"
1993,IL,Total Electric Industry,"35,225,722","34,354,863","40,249,440",NA,"7,956,350","117,786,375"
1993,IN,Total Electric Industry,"24,978,467","17,015,035","39,415,340",NA,"522,648","81,931,490"
1993,KS,Total Electric Industry,"9,986,318","9,753,228","8,702,319",NA,"366,520","28,808,385"
1993,KY,Total Electric Industry,"19,223,127","9,828,936","36,320,037",NA,"2,777,084","68,149,184"
1993,LA,Total Electric Industry,"22,430,246","14,398,302","28,439,211",NA,"2,488,066","67,755,825"
1993,MA,Total Electric Industry,"15,785,272","18,896,866","9,604,594",NA,"994,016","45,280,748"
1993,MD,Total Electric Industry,"21,546,122","11,316,965","20,200,632",NA,"808,685","53,872,404"
1993,ME,Total Electric Industry,"3,872,293","2,868,391","5,039,630",NA,"172,042","11,952,356"
1993,MI,Total Electric Industry,"26,770,174","28,930,387","30,571,544",NA,"1,316,497","87,588,602"
1993,MN,Total Electric Industry,"15,596,985","8,535,124","24,384,332",NA,"694,229","49,210,670"
1993,MO,Total Electric Industry,"24,182,047","19,914,076","13,617,994",NA,"907,952","58,622,069"
1993,MS,Total Electric Industry,"13,199,806","6,685,014","14,229,237",NA,"635,244","34,749,301"
1993,MT,Total Electric Industry,"3,597,987","3,026,077","5,836,579",NA,"468,584","12,929,227"
1993,NC,Total Electric Industry,"37,742,397","26,747,461","33,487,659",NA,"1,800,037","99,777,554"
1993,ND,Total Electric Industry,"3,209,081","1,830,759","1,904,643",NA,"487,475","7,431,958"
1993,NE,Total Electric Industry,"7,226,029","5,471,340","4,962,540",NA,"1,089,132","18,749,041"
1993,NH,Total Electric Industry,"3,420,322","2,122,570","3,099,592",NA,"118,485","8,760,969"
1993,NJ,Total Electric Industry,"22,042,043","28,493,042","14,595,879",NA,"489,682","65,620,646"
1993,NM,Total Electric Industry,"3,884,263","4,759,364","4,816,121",NA,"1,467,131","14,926,879"
1993,NV,Total Electric Industry,"6,280,698","4,297,615","7,180,913",NA,"739,625","18,498,851"
1993,NY,Total Electric Industry,"39,897,465","47,728,275","30,187,053",NA,"12,357,386","130,170,179"
1993,OH,Total Electric Industry,"41,950,456","33,298,608","68,831,023",NA,"4,490,578","148,570,665"
1993,OK,Total Electric Industry,"15,901,344","10,823,963","11,698,989",NA,"2,107,031","40,531,327"
1993,OR,Total Electric Industry,"16,696,260","12,205,080","15,012,281",NA,"664,281","44,577,902"
1993,PA,Total Electric Industry,"41,455,430","32,251,642","44,949,311",NA,"1,325,111","119,981,494"
1993,RI,Total Electric Industry,"2,411,808","2,532,213","1,418,673",NA,"185,744","6,548,438"
1993,SC,Total Electric Industry,"20,686,869","13,176,636","26,866,871",NA,"802,349","61,532,725"
1993,SD,Total Electric Industry,"3,109,114","1,620,793","1,847,336",NA,"327,464","6,904,707"
1993,TN,Total Electric Industry,"30,199,490","5,174,642","43,530,194",NA,"927,855","79,832,181"
1993,TX,Total Electric Industry,"87,685,723","64,331,490","86,932,759",NA,"11,134,441","250,084,413"
1993,UT,Total Electric Industry,"4,725,974","5,019,969","6,221,086",NA,"900,100","16,867,129"
1993,VA,Total Electric Industry,"32,472,064","22,726,975","17,390,106",NA,"8,782,636","81,371,781"
1993,VT,Total Electric Industry,"1,971,082","1,569,895","1,430,964",NA,"43,617","5,015,558"
1993,WA,Total Electric Industry,"30,932,034","19,530,991","36,562,815",NA,"3,446,771","90,472,611"
1993,WI,Total Electric Industry,"17,373,396","13,710,449","21,410,441",NA,"662,116","53,156,402"
1993,WV,Total Electric Industry,"8,682,375","5,480,458","10,187,147",NA,"91,545","24,441,525"
1993,WY,Total Electric Industry,"1,906,135","2,493,448","7,363,451",NA,"122,153","11,885,187"
1993,US,Total Electric Industry,"994,780,818","794,573,370","977,164,250",NA,"94,943,902","2,861,462,340"
1993,AK,Full-Service Providers,"1,629,036","2,062,399","501,059",NA,"182,133","4,374,627"
1993,AL,Full-Service Providers,"22,627,783","11,254,231","30,523,625",NA,"652,036","65,057,675"
1993,AR,Full-Service Providers,"11,761,761","6,698,105","12,609,005",NA,"594,062","31,662,933"
1993,AZ,Full-Service Providers,"16,705,090","14,813,140","10,989,057",NA,"1,900,567","44,407,854"
1993,CA,Full-Service Providers,"67,358,692","79,058,161","56,189,186",NA,"7,893,887","210,499,926"
1993,CO,Full-Service Providers,"10,655,734","14,422,396","7,024,007",NA,"855,666","32,957,803"
1993,CT,Full-Service Providers,"10,596,641","10,676,841","5,597,348",NA,"367,657","27,238,487"
1993,DC,Full-Service Providers,"1,634,807","5,417,566","2,976,390",NA,"345,859","10,374,622"
1993,DE,Full-Service Providers,"3,043,825","2,604,586","3,416,811",NA,"55,912","9,121,134"
1993,FL,Full-Service Providers,"76,827,417","54,875,680","16,297,722",NA,"4,747,000","152,747,819"
1993,GA,Full-Service Providers,"33,866,821","25,168,564","29,084,291",NA,"1,071,365","89,191,041"
1993,HI,Full-Service Providers,"2,468,578","2,363,224","3,769,876",NA,"56,233","8,657,911"
1993,IA,Full-Service Providers,"11,103,104","7,268,933","12,465,070",NA,"1,266,803","32,103,910"
1993,ID,Full-Service Providers,"6,245,111","4,968,602","7,222,067",NA,"284,060","18,719,840"
1993,IL,Full-Service Providers,"35,225,722","34,354,863","40,249,440",NA,"7,956,350","117,786,375"
1993,IN,Full-Service Providers,"24,978,467","17,015,035","39,415,340",NA,"522,648","81,931,490"
1993,KS,Full-Service Providers,"9,986,318","9,753,228","8,702,319",NA,"366,520","28,808,385"
1993,KY,Full-Service Providers,"19,223,127","9,828,936","36,320,037",NA,"2,777,084","68,149,184"
1993,LA,Full-Service Providers,"22,430,246","14,398,302","28,439,211",NA,"2,488,066","67,755,825"
1993,MA,Full-Service Providers,"15,785,272","18,896,866","9,604,594",NA,"994,016","45,280,748"
1993,MD,Full-Service Providers,"21,546,122","11,316,965","20,200,632",NA,"808,685","53,872,404"
1993,ME,Full-Service Providers,"3,872,293","2,868,391","5,039,630",NA,"172,042","11,952,356"
1993,MI,Full-Service Providers,"26,770,174","28,930,387","30,571,544",NA,"1,316,497","87,588,602"
1993,MN,Full-Service Providers,"15,596,985","8,535,124","24,384,332",NA,"694,229","49,210,670"
1993,MO,Full-Service Providers,"24,182,047","19,914,076","13,617,994",NA,"907,952","58,622,069"
1993,MS,Full-Service Providers,"13,199,806","6,685,014","14,229,237",NA,"635,244","34,749,301"
1993,MT,Full-Service Providers,"3,597,987","3,026,077","5,836,579",NA,"468,584","12,929,227"
1993,NC,Full-Service Providers,"37,742,397","26,747,461","33,487,659",NA,"1,800,037","99,777,554"
1993,ND,Full-Service Providers,"3,209,081","1,830,759","1,904,643",NA,"487,475","7,431,958"
1993,NE,Full-Service Providers,"7,226,029","5,471,340","4,962,540",NA,"1,089,132","18,749,041"
1993,NH,Full-Service Providers,"3,420,322","2,122,570","3,099,592",NA,"118,485","8,760,969"
1993,NJ,Full-Service Providers,"22,042,043","28,493,042","14,595,879",NA,"489,682","65,620,646"
1993,NM,Full-Service Providers,"3,884,263","4,759,364","4,816,121",NA,"1,467,131","14,926,879"
1993,NV,Full-Service Providers,"6,280,698","4,297,615","7,180,913",NA,"739,625","18,498,851"
1993,NY,Full-Service Providers,"39,897,465","47,728,275","30,187,053",NA,"12,357,386","130,170,179"
1993,OH,Full-Service Providers,"41,950,456","33,298,608","68,831,023",NA,"4,490,578","148,570,665"
1993,OK,Full-Service Providers,"15,901,344","10,823,963","11,698,989",NA,"2,107,031","40,531,327"
1993,OR,Full-Service Providers,"16,696,260","12,205,080","15,012,281",NA,"664,281","44,577,902"
1993,PA,Full-Service Providers,"41,455,430","32,251,642","44,949,311",NA,"1,325,111","119,981,494"
1993,RI,Full-Service Providers,"2,411,808","2,532,213","1,418,673",NA,"185,744","6,548,438"
1993,SC,Full-Service Providers,"20,686,869","13,176,636","26,866,871",NA,"802,349","61,532,725"
1993,SD,Full-Service Providers,"3,109,114","1,620,793","1,847,336",NA,"327,464","6,904,707"
1993,TN,Full-Service Providers,"30,199,490","5,174,642","43,530,194",NA,"927,855","79,832,181"
1993,TX,Full-Service Providers,"87,685,723","64,331,490","86,932,759",NA,"11,134,441","250,084,413"
1993,UT,Full-Service Providers,"4,725,974","5,019,969","6,221,086",NA,"900,100","16,867,129"
1993,VA,Full-Service Providers,"32,472,064","22,726,975","17,390,106",NA,"8,782,636","81,371,781"
1993,VT,Full-Service Providers,"1,971,082","1,569,895","1,430,964",NA,"43,617","5,015,558"
1993,WA,Full-Service Providers,"30,932,034","19,530,991","36,562,815",NA,"3,446,771","90,472,611"
1993,WI,Full-Service Providers,"17,373,396","13,710,449","21,410,441",NA,"662,116","53,156,402"
1993,WV,Full-Service Providers,"8,682,375","5,480,458","10,187,147",NA,"91,545","24,441,525"
1993,WY,Full-Service Providers,"1,906,135","2,493,448","7,363,451",NA,"122,153","11,885,187"
1993,US,Full-Service Providers,"994,780,818","794,573,370","977,164,250",NA,"94,943,902","2,861,462,340"
1992,AK,Total Electric Industry,"1,640,136","2,034,708","504,277",NA,"159,813","4,338,934"
1992,AL,Total Electric Industry,"21,136,706","10,916,983","29,476,078",NA,"636,894","62,166,661"
1992,AR,Total Electric Industry,"10,440,088","6,176,586","11,251,478",NA,"582,960","28,451,112"
1992,AZ,Total Electric Industry,"16,230,297","14,467,708","11,055,253",NA,"1,898,014","43,651,272"
1992,CA,Total Electric Industry,"68,121,106","80,234,568","57,089,510",NA,"8,002,057","213,447,241"
1992,CO,Total Electric Industry,"10,215,713","13,897,582","6,848,997",NA,"859,678","31,821,970"
1992,CT,Total Electric Industry,"10,496,045","10,484,811","5,779,536",NA,"366,579","27,126,971"
1992,DC,Total Electric Industry,"1,487,974","5,226,805","2,987,181",NA,"341,061","10,043,021"
1992,DE,Total Electric Industry,"2,786,231","2,445,194","3,248,213",NA,"52,742","8,532,380"
1992,FL,Total Electric Industry,"73,188,925","52,620,260","16,497,054",NA,"4,703,701","147,009,940"
1992,GA,Total Electric Industry,"30,527,585","23,714,684","28,197,008",NA,"952,154","83,391,431"
1992,HI,Total Electric Industry,"2,438,376","2,356,265","3,811,320",NA,"60,928","8,666,889"
1992,IA,Total Electric Industry,"10,290,462","7,018,603","12,134,347",NA,"764,660","30,208,072"
1992,ID,Total Electric Industry,"5,738,743","5,339,622","7,551,048",NA,"378,794","19,008,207"
1992,IL,Total Electric Industry,"32,367,011","31,456,853","40,898,339",NA,"7,798,316","112,520,519"
1992,IN,Total Electric Industry,"22,837,036","16,082,609","37,438,599",NA,"618,568","76,976,815"
1992,KS,Total Electric Industry,"8,872,898","9,399,895","8,450,500",NA,"345,812","27,069,105"
1992,KY,Total Electric Industry,"17,786,738","9,575,692","37,083,528",NA,"2,621,862","67,067,820"
1992,LA,Total Electric Industry,"21,187,677","13,838,871","27,466,439",NA,"2,605,343","65,098,330"
1992,MA,Total Electric Industry,"15,560,071","18,629,489","9,662,902",NA,"1,145,620","44,998,082"
1992,MD,Total Electric Industry,"19,762,032","10,769,687","19,768,027",NA,"689,042","50,988,788"
1992,ME,Total Electric Industry,"3,829,582","2,729,542","4,753,028",NA,"170,875","11,483,027"
1992,MI,Total Electric Industry,"25,670,669","21,208,468","35,656,772",NA,"1,304,316","83,840,225"
1992,MN,Total Electric Industry,"14,847,981","8,290,949","23,556,855",NA,"716,369","47,412,154"
1992,MO,Total Electric Industry,"21,293,574","18,792,385","13,440,251",NA,"884,645","54,410,855"
1992,MS,Total Electric Industry,"12,422,486","6,732,155","13,490,594",NA,"595,955","33,241,190"
1992,MT,Total Electric Industry,"3,286,365","2,859,488","6,414,379",NA,"536,150","13,096,382"
1992,NC,Total Electric Industry,"34,761,066","25,142,413","32,521,880",NA,"1,769,972","94,195,331"
1992,ND,Total Electric Industry,"3,020,003","1,752,214","1,835,482",NA,"520,681","7,128,380"
1992,NE,Total Electric Industry,"6,561,472","5,266,040","4,752,476",NA,"1,204,341","17,784,329"
1992,NH,Total Electric Industry,"3,428,234","2,077,227","3,332,745",NA,"116,107","8,954,313"
1992,NJ,Total Electric Industry,"20,547,017","27,403,257","14,687,420",NA,"484,663","63,122,357"
1992,NM,Total Electric Industry,"3,791,300","4,629,914","4,608,808",NA,"1,401,458","14,431,480"
1992,NV,Total Electric Industry,"6,064,333","4,174,994","6,723,203",NA,"733,722","17,696,252"
1992,NY,Total Electric Industry,"38,719,529","46,591,364","31,027,286",NA,"12,131,534","128,469,688"
1992,OH,Total Electric Industry,"39,140,657","31,818,312","69,674,159",NA,"4,383,336","145,016,464"
1992,OK,Total Electric Industry,"14,253,849","10,338,403","11,598,900",NA,"2,076,055","38,267,207"
1992,OR,Total Electric Industry,"15,202,148","11,818,379","15,123,151",NA,"766,498","42,910,176"
1992,PA,Total Electric Industry,"39,245,065","30,779,060","44,869,414",NA,"1,394,079","116,287,618"
1992,RI,Total Electric Industry,"2,363,314","2,480,537","1,359,067",NA,"189,642","6,392,560"
1992,SC,Total Electric Industry,"18,939,700","12,375,104","26,304,750",NA,"781,367","58,400,921"
1992,SD,Total Electric Industry,"2,842,524","1,517,974","1,777,307",NA,"356,041","6,493,846"
1992,TN,Total Electric Industry,"29,498,153","6,469,565","41,694,780",NA,"921,614","78,584,112"
1992,TX,Total Electric Industry,"81,933,581","61,695,680","85,421,159",NA,"10,380,618","239,431,038"
1992,UT,Total Electric Industry,"4,505,460","4,955,704","6,211,696",NA,"894,196","16,567,056"
1992,VA,Total Electric Industry,"29,780,325","21,609,574","16,713,730",NA,"8,344,797","76,448,426"
1992,VT,Total Electric Industry,"1,927,133","1,527,001","1,440,227",NA,"46,671","4,941,032"
1992,WA,Total Electric Industry,"28,435,824","18,727,289","38,331,617",NA,"3,824,586","89,319,316"
1992,WI,Total Electric Industry,"16,614,668","13,242,758","20,381,550",NA,"686,114","50,925,090"
1992,WV,Total Electric Industry,"8,138,301","5,227,517","10,369,859",NA,"95,441","23,831,118"
1992,WY,Total Electric Industry,"1,762,625","2,349,801","7,441,811",NA,"145,709","11,699,946"
1992,US,Total Electric Industry,"935,938,788","761,270,543","972,713,990",NA,"93,442,150","2,763,365,449"
1992,AK,Full-Service Providers,"1,640,136","2,034,708","504,277",NA,"159,813","4,338,934"
1992,AL,Full-Service Providers,"21,136,706","10,916,983","29,476,078",NA,"636,894","62,166,661"
1992,AR,Full-Service Providers,"10,440,088","6,176,586","11,251,478",NA,"582,960","28,451,112"
1992,AZ,Full-Service Providers,"16,230,297","14,467,708","11,055,253",NA,"1,898,014","43,651,272"
1992,CA,Full-Service Providers,"68,121,106","80,234,568","57,089,510",NA,"8,002,057","213,447,241"
1992,CO,Full-Service Providers,"10,215,713","13,897,582","6,848,997",NA,"859,678","31,821,970"
1992,CT,Full-Service Providers,"10,496,045","10,484,811","5,779,536",NA,"366,579","27,126,971"
1992,DC,Full-Service Providers,"1,487,974","5,226,805","2,987,181",NA,"341,061","10,043,021"
1992,DE,Full-Service Providers,"2,786,231","2,445,194","3,248,213",NA,"52,742","8,532,380"
1992,FL,Full-Service Providers,"73,188,925","52,620,260","16,497,054",NA,"4,703,701","147,009,940"
1992,GA,Full-Service Providers,"30,527,585","23,714,684","28,197,008",NA,"952,154","83,391,431"
1992,HI,Full-Service Providers,"2,438,376","2,356,265","3,811,320",NA,"60,928","8,666,889"
1992,IA,Full-Service Providers,"10,290,462","7,018,603","12,134,347",NA,"764,660","30,208,072"
1992,ID,Full-Service Providers,"5,738,743","5,339,622","7,551,048",NA,"378,794","19,008,207"
1992,IL,Full-Service Providers,"32,367,011","31,456,853","40,898,339",NA,"7,798,316","112,520,519"
1992,IN,Full-Service Providers,"22,837,036","16,082,609","37,438,599",NA,"618,568","76,976,815"
1992,KS,Full-Service Providers,"8,872,898","9,399,895","8,450,500",NA,"345,812","27,069,105"
1992,KY,Full-Service Providers,"17,786,738","9,575,692","37,083,528",NA,"2,621,862","67,067,820"
1992,LA,Full-Service Providers,"21,187,677","13,838,871","27,466,439",NA,"2,605,343","65,098,330"
1992,MA,Full-Service Providers,"15,560,071","18,629,489","9,662,902",NA,"1,145,620","44,998,082"
1992,MD,Full-Service Providers,"19,762,032","10,769,687","19,768,027",NA,"689,042","50,988,788"
1992,ME,Full-Service Providers,"3,829,582","2,729,542","4,753,028",NA,"170,875","11,483,027"
1992,MI,Full-Service Providers,"25,670,669","21,208,468","35,656,772",NA,"1,304,316","83,840,225"
1992,MN,Full-Service Providers,"14,847,981","8,290,949","23,556,855",NA,"716,369","47,412,154"
1992,MO,Full-Service Providers,"21,293,574","18,792,385","13,440,251",NA,"884,645","54,410,855"
1992,MS,Full-Service Providers,"12,422,486","6,732,155","13,490,594",NA,"595,955","33,241,190"
1992,MT,Full-Service Providers,"3,286,365","2,859,488","6,414,379",NA,"536,150","13,096,382"
1992,NC,Full-Service Providers,"34,761,066","25,142,413","32,521,880",NA,"1,769,972","94,195,331"
1992,ND,Full-Service Providers,"3,020,003","1,752,214","1,835,482",NA,"520,681","7,128,380"
1992,NE,Full-Service Providers,"6,561,472","5,266,040","4,752,476",NA,"1,204,341","17,784,329"
1992,NH,Full-Service Providers,"3,428,234","2,077,227","3,332,745",NA,"116,107","8,954,313"
1992,NJ,Full-Service Providers,"20,547,017","27,403,257","14,687,420",NA,"484,663","63,122,357"
1992,NM,Full-Service Providers,"3,791,300","4,629,914","4,608,808",NA,"1,401,458","14,431,480"
1992,NV,Full-Service Providers,"6,064,333","4,174,994","6,723,203",NA,"733,722","17,696,252"
1992,NY,Full-Service Providers,"38,719,529","46,591,364","31,027,286",NA,"12,131,534","128,469,688"
1992,OH,Full-Service Providers,"39,140,657","31,818,312","69,674,159",NA,"4,383,336","145,016,464"
1992,OK,Full-Service Providers,"14,253,849","10,338,403","11,598,900",NA,"2,076,055","38,267,207"
1992,OR,Full-Service Providers,"15,202,148","11,818,379","15,123,151",NA,"766,498","42,910,176"
1992,PA,Full-Service Providers,"39,245,065","30,779,060","44,869,414",NA,"1,394,079","116,287,618"
1992,RI,Full-Service Providers,"2,363,314","2,480,537","1,359,067",NA,"189,642","6,392,560"
1992,SC,Full-Service Providers,"18,939,700","12,375,104","26,304,750",NA,"781,367","58,400,921"
1992,SD,Full-Service Providers,"2,842,524","1,517,974","1,777,307",NA,"356,041","6,493,846"
1992,TN,Full-Service Providers,"29,498,153","6,469,565","41,694,780",NA,"921,614","78,584,112"
1992,TX,Full-Service Providers,"81,933,581","61,695,680","85,421,159",NA,"10,380,618","239,431,038"
1992,UT,Full-Service Providers,"4,505,460","4,955,704","6,211,696",NA,"894,196","16,567,056"
1992,VA,Full-Service Providers,"29,780,325","21,609,574","16,713,730",NA,"8,344,797","76,448,426"
1992,VT,Full-Service Providers,"1,927,133","1,527,001","1,440,227",NA,"46,671","4,941,032"
1992,WA,Full-Service Providers,"28,435,824","18,727,289","38,331,617",NA,"3,824,586","89,319,316"
1992,WI,Full-Service Providers,"16,614,668","13,242,758","20,381,550",NA,"686,114","50,925,090"
1992,WV,Full-Service Providers,"8,138,301","5,227,517","10,369,859",NA,"95,441","23,831,118"
1992,WY,Full-Service Providers,"1,762,625","2,349,801","7,441,811",NA,"145,709","11,699,946"
1992,US,Full-Service Providers,"935,938,788","761,270,543","972,713,990",NA,"93,442,150","2,763,365,449"
1991,AK,Total Electric Industry,"1,602,777","2,005,247","465,878",NA,"181,811","4,255,713"
1991,AL,Total Electric Industry,"21,293,428","11,349,000","27,985,476",NA,"599,421","61,227,325"
1991,AR,Total Electric Industry,"11,000,632","6,300,359","10,517,510",NA,"621,756","28,440,257"
1991,AZ,Total Electric Industry,"15,641,499","13,982,060","10,404,969",NA,"1,819,889","41,848,417"
1991,CA,Total Electric Industry,"66,016,700","78,424,653","56,191,047",NA,"8,018,089","208,650,489"
1991,CO,Total Electric Industry,"10,099,387","13,741,501","6,748,179",NA,"867,621","31,456,688"
1991,CT,Total Electric Industry,"10,440,510","10,544,097","5,822,464",NA,"364,334","27,171,405"
1991,DC,Total Electric Industry,"1,580,079","5,238,080","3,053,128",NA,"323,876","10,195,163"
1991,DE,Total Electric Industry,"2,824,340","2,419,529","3,240,945",NA,"51,050","8,535,864"
1991,FL,Total Electric Industry,"72,813,985","52,440,505","16,482,264",NA,"4,599,487","146,336,241"
1991,GA,Total Electric Industry,"30,186,631","23,240,750","27,193,100",NA,"918,605","81,539,086"
1991,HI,Total Electric Industry,"2,395,661","2,297,841","3,773,038",NA,"57,547","8,524,087"
1991,IA,Total Electric Industry,"11,159,190","7,123,125","11,684,144",NA,"815,003","30,781,462"
1991,ID,Total Electric Industry,"5,971,037","4,865,137","6,908,837",NA,"300,593","18,045,604"
1991,IL,Total Electric Industry,"35,963,792","33,118,784","39,712,089",NA,"8,073,893","116,868,558"
1991,IN,Total Electric Industry,"24,220,121","16,381,408","35,786,821",NA,"645,386","77,033,736"
1991,KS,Total Electric Industry,"9,933,309","9,551,120","8,283,739",NA,"384,056","28,152,224"
1991,KY,Total Electric Industry,"18,644,458","9,899,870","32,938,945",NA,"2,710,529","64,193,802"
1991,LA,Total Electric Industry,"21,576,815","13,970,340","26,583,900",NA,"2,573,244","64,704,299"
1991,MA,Total Electric Industry,"15,379,421","18,516,906","9,793,513",NA,"1,106,947","44,796,787"
1991,MD,Total Electric Industry,"20,295,448","10,667,414","19,448,116",NA,"696,831","51,107,809"
