"Year","State","Industry.Sector.Category","Sector","Electricity_Consumption"
2006,"SC","Total Electric Industry","Industrial","31,415,694"
2006,"SD","Total Electric Industry","Industrial","1,951,664"
2006,"TN","Total Electric Industry","Industrial","34,081,327"
2006,"TX","Total Electric Industry","Industrial","104,688,870"
2006,"UT","Total Electric Industry","Industrial","8,355,671"
2006,"VA","Total Electric Industry","Industrial","18,998,109"
2006,"VT","Total Electric Industry","Industrial","1,625,697"
2006,"WA","Total Electric Industry","Industrial","22,013,391"
2006,"WI","Total Electric Industry","Industrial","25,285,604"
2006,"WV","Total Electric Industry","Industrial","13,915,886"
2006,"WY","Total Electric Industry","Industrial","8,362,057"
2006,"US","Total Electric Industry","Industrial","1,011,297,566"
2006,"AK","Full-Service Providers","Industrial","1,242,827"
2006,"AL","Full-Service Providers","Industrial","36,280,679"
2006,"AR","Full-Service Providers","Industrial","17,990,009"
2006,"AZ","Full-Service Providers","Industrial","12,259,392"
2006,"CA","Full-Service Providers","Industrial","41,692,474"
2006,"CO","Full-Service Providers","Industrial","12,604,819"
2006,"CT","Full-Service Providers","Industrial","4,603,867"
2006,"DC","Full-Service Providers","Industrial","-298,775"
2006,"DE","Full-Service Providers","Industrial","1,673,700"
2006,"FL","Full-Service Providers","Industrial","19,767,806"
2006,"GA","Full-Service Providers","Industrial","34,588,483"
2006,"HI","Full-Service Providers","Industrial","3,895,747"
2006,"IA","Full-Service Providers","Industrial","18,331,369"
2006,"ID","Full-Service Providers","Industrial","8,891,052"
2006,"IL","Full-Service Providers","Industrial","31,694,180"
2006,"IN","Full-Service Providers","Industrial","49,529,872"
2006,"KS","Full-Service Providers","Industrial","11,462,282"
2006,"KY","Full-Service Providers","Industrial","43,853,464"
2006,"LA","Full-Service Providers","Industrial","27,372,926"
2006,"MA","Full-Service Providers","Industrial","4,172,248"
2006,"MD","Full-Service Providers","Industrial","1,306,455"
2006,"ME","Full-Service Providers","Industrial","708,630"
2006,"MI","Full-Service Providers","Industrial","31,383,659"
2006,"MN","Full-Service Providers","Industrial","22,664,223"
2006,"MO","Full-Service Providers","Industrial","18,315,672"
2006,"MS","Full-Service Providers","Industrial","15,711,806"
2006,"MT","Full-Service Providers","Industrial","1,745,414"
2006,"NC","Full-Service Providers","Industrial","29,262,947"
2006,"ND","Full-Service Providers","Industrial","3,265,648"
2006,"NE","Full-Service Providers","Industrial","8,977,280"
2006,"NH","Full-Service Providers","Industrial","1,777,311"
2006,"NJ","Full-Service Providers","Industrial","4,676,383"
2006,"NM","Full-Service Providers","Industrial","6,821,833"
2006,"NV","Full-Service Providers","Industrial","12,368,270"
2006,"NY","Full-Service Providers","Industrial","6,984,126"
2006,"OH","Full-Service Providers","Industrial","50,241,251"
2006,"OK","Full-Service Providers","Industrial","15,018,250"
2006,"OR","Full-Service Providers","Industrial","12,421,981"
2006,"PA","Full-Service Providers","Industrial","44,425,450"
2006,"RI","Full-Service Providers","Industrial","844,864"
2006,"SC","Full-Service Providers","Industrial","31,415,694"
2006,"SD","Full-Service Providers","Industrial","1,951,664"
2006,"TN","Full-Service Providers","Industrial","34,081,327"
2006,"TX","Full-Service Providers","Industrial","104,688,870"
2006,"UT","Full-Service Providers","Industrial","8,355,671"
2006,"VA","Full-Service Providers","Industrial","18,998,109"
2006,"VT","Full-Service Providers","Industrial","1,625,697"
2006,"WA","Full-Service Providers","Industrial","19,984,195"
2006,"WI","Full-Service Providers","Industrial","25,285,604"
2006,"WV","Full-Service Providers","Industrial","13,915,886"
2006,"WY","Full-Service Providers","Industrial","8,362,057"
2006,"US","Full-Service Providers","Industrial","939,194,648"
2006,"CA","Energy-Only Providers","Industrial","9,298,419"
2006,"CT","Energy-Only Providers","Industrial","322,114"
2006,"DC","Energy-Only Providers","Industrial","538,617"
2006,"DE","Energy-Only Providers","Industrial","1,426,328"
2006,"IL","Energy-Only Providers","Industrial","13,222,244"
2006,"MA","Energy-Only Providers","Industrial","5,430,209"
2006,"MD","Energy-Only Providers","Industrial","4,750,575"
2006,"ME","Energy-Only Providers","Industrial","3,091,189"
2006,"MI","Energy-Only Providers","Industrial","2,709,276"
2006,"MT","Energy-Only Providers","Industrial","2,989,601"
2006,"NH","Energy-Only Providers","Industrial","353,882"
2006,"NJ","Energy-Only Providers","Industrial","6,654,216"
2006,"NV","Energy-Only Providers","Industrial","1,256,311"
2006,"NY","Energy-Only Providers","Industrial","7,992,294"
2006,"OH","Energy-Only Providers","Industrial","5,628,032"
2006,"OR","Energy-Only Providers","Industrial","568,988"
2006,"PA","Energy-Only Providers","Industrial","3,494,940"
2006,"RI","Energy-Only Providers","Industrial","346,487"
2006,"VA","Energy-Only Providers","Industrial","0"
2006,"WA","Energy-Only Providers","Industrial","2,029,196"
2006,"US","Energy-Only Providers","Industrial","72,102,918"
2005,"AK","Total Electric Industry","Industrial","1,156,008"
2005,"AL","Total Electric Industry","Industrial","36,278,765"
2005,"AR","Total Electric Industry","Industrial","17,664,832"
2005,"AZ","Total Electric Industry","Industrial","11,378,692"
2005,"CA","Total Electric Industry","Industrial","50,242,289"
2005,"CO","Total Electric Industry","Industrial","12,051,510"
2005,"CT","Total Electric Industry","Industrial","5,152,936"
2005,"DC","Total Electric Industry","Industrial","256,447"
2005,"DE","Total Electric Industry","Industrial","3,305,022"
2005,"FL","Total Electric Industry","Industrial","19,676,345"
2005,"GA","Total Electric Industry","Industrial","34,601,792"
2005,"HI","Total Electric Industry","Industrial","3,911,698"
2005,"IA","Total Electric Industry","Industrial","17,915,187"
2005,"ID","Total Electric Industry","Industrial","8,636,444"
2005,"IL","Total Electric Industry","Industrial","45,888,261"
2005,"IN","Total Electric Industry","Industrial","48,944,355"
2005,"KS","Total Electric Industry","Industrial","11,165,034"
2005,"KY","Total Electric Industry","Industrial","43,313,700"
2005,"LA","Total Electric Industry","Industrial","27,031,224"
2005,"MA","Total Electric Industry","Industrial","9,870,553"
2005,"MD","Total Electric Industry","Industrial","21,516,638"
2005,"ME","Total Electric Industry","Industrial","3,702,212"
2005,"MI","Total Electric Industry","Industrial","34,744,739"
2005,"MN","Total Electric Industry","Industrial","22,265,880"
2005,"MO","Total Electric Industry","Industrial","16,868,838"
2005,"MS","Total Electric Industry","Industrial","15,281,865"
2005,"MT","Total Electric Industry","Industrial","4,783,996"
2005,"NC","Total Electric Industry","Industrial","30,101,279"
2005,"ND","Total Electric Industry","Industrial","3,050,163"
2005,"NE","Total Electric Industry","Industrial","8,818,503"
2005,"NH","Total Electric Industry","Industrial","2,173,531"
2005,"NJ","Total Electric Industry","Industrial","11,862,286"
2005,"NM","Total Electric Industry","Industrial","6,363,496"
2005,"NV","Total Electric Industry","Industrial","12,896,931"
2005,"NY","Total Electric Industry","Industrial","19,946,551"
2005,"OH","Total Electric Industry","Industrial","59,354,379"
2005,"OK","Total Electric Industry","Industrial","14,920,384"
2005,"OR","Total Electric Industry","Industrial","12,683,813"
2005,"PA","Total Electric Industry","Industrial","47,950,070"
2005,"RI","Total Electric Industry","Industrial","1,249,597"
2005,"SC","Total Electric Industry","Industrial","32,080,455"
2005,"SD","Total Electric Industry","Industrial","1,839,558"
2005,"TN","Total Electric Industry","Industrial","33,625,413"
2005,"TX","Total Electric Industry","Industrial","96,841,431"
2005,"UT","Total Electric Industry","Industrial","7,988,772"
2005,"VA","Total Electric Industry","Industrial","19,354,048"
2005,"VT","Total Electric Industry","Industrial","1,643,614"
2005,"WA","Total Electric Industry","Industrial","22,111,773"
2005,"WI","Total Electric Industry","Industrial","25,376,037"
2005,"WV","Total Electric Industry","Industrial","11,311,577"
2005,"WY","Total Electric Industry","Industrial","8,007,142"
2005,"US","Total Electric Industry","Industrial","1,019,156,065"
2005,"AK","Full-Service Providers","Industrial","1,156,008"
2005,"AL","Full-Service Providers","Industrial","36,278,765"
2005,"AR","Full-Service Providers","Industrial","17,664,832"
2005,"AZ","Full-Service Providers","Industrial","11,378,692"
2005,"CA","Full-Service Providers","Industrial","39,669,627"
2005,"CO","Full-Service Providers","Industrial","12,051,510"
2005,"CT","Full-Service Providers","Industrial","5,090,428"
2005,"DC","Full-Service Providers","Industrial","-229,740"
2005,"DE","Full-Service Providers","Industrial","2,355,582"
2005,"FL","Full-Service Providers","Industrial","19,676,345"
2005,"GA","Full-Service Providers","Industrial","34,601,792"
2005,"HI","Full-Service Providers","Industrial","3,911,698"
2005,"IA","Full-Service Providers","Industrial","17,915,187"
2005,"ID","Full-Service Providers","Industrial","8,636,444"
2005,"IL","Full-Service Providers","Industrial","30,842,521"
2005,"IN","Full-Service Providers","Industrial","48,944,355"
2005,"KS","Full-Service Providers","Industrial","11,165,034"
2005,"KY","Full-Service Providers","Industrial","43,313,700"
2005,"LA","Full-Service Providers","Industrial","27,031,224"
2005,"MA","Full-Service Providers","Industrial","7,127,010"
2005,"MD","Full-Service Providers","Industrial","9,082,610"
2005,"ME","Full-Service Providers","Industrial","243,734"
2005,"MI","Full-Service Providers","Industrial","30,004,381"
2005,"MN","Full-Service Providers","Industrial","22,265,880"
2005,"MO","Full-Service Providers","Industrial","16,868,838"
2005,"MS","Full-Service Providers","Industrial","15,281,865"
2005,"MT","Full-Service Providers","Industrial","1,952,692"
2005,"NC","Full-Service Providers","Industrial","30,101,279"
2005,"ND","Full-Service Providers","Industrial","3,050,163"
2005,"NE","Full-Service Providers","Industrial","8,818,503"
2005,"NH","Full-Service Providers","Industrial","2,071,380"
2005,"NJ","Full-Service Providers","Industrial","4,891,442"
2005,"NM","Full-Service Providers","Industrial","6,363,496"
2005,"NV","Full-Service Providers","Industrial","12,722,115"
2005,"NY","Full-Service Providers","Industrial","7,267,481"
2005,"OH","Full-Service Providers","Industrial","50,494,414"
2005,"OK","Full-Service Providers","Industrial","14,920,384"
2005,"OR","Full-Service Providers","Industrial","11,529,360"
2005,"PA","Full-Service Providers","Industrial","43,905,376"
2005,"RI","Full-Service Providers","Industrial","1,051,648"
2005,"SC","Full-Service Providers","Industrial","32,080,455"
2005,"SD","Full-Service Providers","Industrial","1,839,558"
2005,"TN","Full-Service Providers","Industrial","33,625,413"
2005,"TX","Full-Service Providers","Industrial","96,841,431"
2005,"UT","Full-Service Providers","Industrial","7,988,772"
2005,"VA","Full-Service Providers","Industrial","19,354,048"
2005,"VT","Full-Service Providers","Industrial","1,643,614"
2005,"WA","Full-Service Providers","Industrial","20,139,830"
2005,"WI","Full-Service Providers","Industrial","25,376,037"
2005,"WV","Full-Service Providers","Industrial","11,311,577"
2005,"WY","Full-Service Providers","Industrial","8,007,142"
2005,"US","Full-Service Providers","Industrial","929,675,932"
2005,"CA","Energy-Only Providers","Industrial","10,572,662"
2005,"CT","Energy-Only Providers","Industrial","62,508"
2005,"DC","Energy-Only Providers","Industrial","486,187"
2005,"DE","Energy-Only Providers","Industrial","949,440"
2005,"IL","Energy-Only Providers","Industrial","15,045,740"
2005,"MA","Energy-Only Providers","Industrial","2,743,543"
2005,"MD","Energy-Only Providers","Industrial","12,434,028"
2005,"ME","Energy-Only Providers","Industrial","3,458,478"
2005,"MI","Energy-Only Providers","Industrial","4,740,358"
2005,"MT","Energy-Only Providers","Industrial","2,831,304"
2005,"NH","Energy-Only Providers","Industrial","102,151"
2005,"NJ","Energy-Only Providers","Industrial","6,970,844"
2005,"NV","Energy-Only Providers","Industrial","174,816"
2005,"NY","Energy-Only Providers","Industrial","12,679,070"
2005,"OH","Energy-Only Providers","Industrial","8,859,965"
2005,"OR","Energy-Only Providers","Industrial","1,154,453"
2005,"PA","Energy-Only Providers","Industrial","4,044,694"
2005,"RI","Energy-Only Providers","Industrial","197,949"
2005,"VA","Energy-Only Providers","Industrial","0"
2005,"WA","Energy-Only Providers","Industrial","1,971,943"
2005,"US","Energy-Only Providers","Industrial","89,480,133"
2004,"AK","Total Electric Industry","Industrial","1,125,971"
2004,"AL","Total Electric Industry","Industrial","35,595,260"
2004,"AR","Total Electric Industry","Industrial","17,321,996"
2004,"AZ","Total Electric Industry","Industrial","11,906,176"
2004,"CA","Total Electric Industry","Industrial","48,811,586"
2004,"CO","Total Electric Industry","Industrial","11,675,139"
2004,"CT","Total Electric Industry","Industrial","5,358,497"
2004,"DC","Total Electric Industry","Industrial","282,050"
2004,"DE","Total Electric Industry","Industrial","3,423,200"
2004,"FL","Total Electric Industry","Industrial","19,518,051"
2004,"GA","Total Electric Industry","Industrial","35,845,569"
2004,"HI","Total Electric Industry","Industrial","3,936,920"
2004,"IA","Total Electric Industry","Industrial","17,437,431"
2004,"ID","Total Electric Industry","Industrial","9,010,730"
2004,"IL","Total Electric Industry","Industrial","48,008,008"
2004,"IN","Total Electric Industry","Industrial","48,928,497"
2004,"KS","Total Electric Industry","Industrial","10,879,390"
2004,"KY","Total Electric Industry","Industrial","42,891,282"
2004,"LA","Total Electric Industry","Industrial","28,290,476"
2004,"MA","Total Electric Industry","Industrial","9,946,998"
2004,"MD","Total Electric Industry","Industrial","21,194,572"
2004,"ME","Total Electric Industry","Industrial","3,711,089"
2004,"MI","Total Electric Industry","Industrial","34,867,337"
2004,"MN","Total Electric Industry","Industrial","22,415,428"
2004,"MO","Total Electric Industry","Industrial","14,302,630"
2004,"MS","Total Electric Industry","Industrial","15,702,228"
2004,"MT","Total Electric Industry","Industrial","4,573,843"
2004,"NC","Total Electric Industry","Industrial","31,075,166"
2004,"ND","Total Electric Industry","Industrial","3,010,478"
2004,"NE","Total Electric Industry","Industrial","8,618,024"
2004,"NH","Total Electric Industry","Industrial","2,328,498"
2004,"NJ","Total Electric Industry","Industrial","11,209,578"
2004,"NM","Total Electric Industry","Industrial","5,972,164"
2004,"NV","Total Electric Industry","Industrial","12,364,386"
2004,"NY","Total Electric Industry","Industrial","20,675,049"
2004,"OH","Total Electric Industry","Industrial","58,558,349"
2004,"OK","Total Electric Industry","Industrial","14,222,619"
2004,"OR","Total Electric Industry","Industrial","11,953,569"
2004,"PA","Total Electric Industry","Industrial","47,659,216"
2004,"RI","Total Electric Industry","Industrial","1,344,783"
2004,"SC","Total Electric Industry","Industrial","31,885,690"
2004,"SD","Total Electric Industry","Industrial","1,890,954"
2004,"TN","Total Electric Industry","Industrial","32,885,218"
2004,"TX","Total Electric Industry","Industrial","100,588,036"
2004,"UT","Total Electric Industry","Industrial","7,816,391"
2004,"VA","Total Electric Industry","Industrial","19,734,461"
2004,"VT","Total Electric Industry","Industrial","1,576,738"
2004,"WA","Total Electric Industry","Industrial","19,259,409"
2004,"WI","Total Electric Industry","Industrial","27,434,509"
2004,"WV","Total Electric Industry","Industrial","10,941,528"
2004,"WY","Total Electric Industry","Industrial","7,884,365"
2004,"US","Total Electric Industry","Industrial","1,017,849,532"
2004,"AK","Full-Service Providers","Industrial","1,125,971"
2004,"AL","Full-Service Providers","Industrial","35,595,260"
2004,"AR","Full-Service Providers","Industrial","17,321,996"
2004,"AZ","Full-Service Providers","Industrial","11,906,176"
2004,"CA","Full-Service Providers","Industrial","37,318,682"
2004,"CO","Full-Service Providers","Industrial","11,675,139"
2004,"CT","Full-Service Providers","Industrial","5,202,386"
2004,"DC","Full-Service Providers","Industrial","153,014"
2004,"DE","Full-Service Providers","Industrial","2,413,430"
2004,"FL","Full-Service Providers","Industrial","19,518,051"
2004,"GA","Full-Service Providers","Industrial","35,845,569"
2004,"HI","Full-Service Providers","Industrial","3,936,920"
2004,"IA","Full-Service Providers","Industrial","17,437,431"
2004,"ID","Full-Service Providers","Industrial","8,969,471"
2004,"IL","Full-Service Providers","Industrial","32,279,927"
2004,"IN","Full-Service Providers","Industrial","48,928,497"
2004,"KS","Full-Service Providers","Industrial","10,879,390"
2004,"KY","Full-Service Providers","Industrial","42,891,282"
2004,"LA","Full-Service Providers","Industrial","28,290,476"
2004,"MA","Full-Service Providers","Industrial","7,262,684"
2004,"MD","Full-Service Providers","Industrial","12,465,174"
2004,"ME","Full-Service Providers","Industrial","194,582"
2004,"MI","Full-Service Providers","Industrial","28,798,475"
2004,"MN","Full-Service Providers","Industrial","22,415,428"
2004,"MO","Full-Service Providers","Industrial","14,302,630"
2004,"MS","Full-Service Providers","Industrial","15,702,228"
2004,"MT","Full-Service Providers","Industrial","2,140,978"
2004,"NC","Full-Service Providers","Industrial","31,075,166"
2004,"ND","Full-Service Providers","Industrial","3,010,478"
2004,"NE","Full-Service Providers","Industrial","8,618,024"
2004,"NH","Full-Service Providers","Industrial","2,256,442"
2004,"NJ","Full-Service Providers","Industrial","3,757,395"
2004,"NM","Full-Service Providers","Industrial","5,972,164"
2004,"NV","Full-Service Providers","Industrial","12,362,678"
2004,"NY","Full-Service Providers","Industrial","8,631,370"
2004,"OH","Full-Service Providers","Industrial","48,680,188"
2004,"OK","Full-Service Providers","Industrial","14,222,619"
2004,"OR","Full-Service Providers","Industrial","11,778,569"
2004,"PA","Full-Service Providers","Industrial","45,688,900"
2004,"RI","Full-Service Providers","Industrial","982,482"
2004,"SC","Full-Service Providers","Industrial","31,885,690"
2004,"SD","Full-Service Providers","Industrial","1,890,954"
2004,"TN","Full-Service Providers","Industrial","32,885,218"
2004,"TX","Full-Service Providers","Industrial","100,588,036"
2004,"UT","Full-Service Providers","Industrial","7,816,391"
2004,"VA","Full-Service Providers","Industrial","19,734,461"
2004,"VT","Full-Service Providers","Industrial","1,576,738"
2004,"WA","Full-Service Providers","Industrial","18,883,890"
2004,"WI","Full-Service Providers","Industrial","27,434,509"
2004,"WV","Full-Service Providers","Industrial","10,941,528"
2004,"WY","Full-Service Providers","Industrial","7,884,365"
2004,"US","Full-Service Providers","Industrial","933,529,502"
2004,"CA","Energy-Only Providers","Industrial","11,492,904"
2004,"CT","Energy-Only Providers","Industrial","156,111"
2004,"DC","Energy-Only Providers","Industrial","129,036"
2004,"DE","Energy-Only Providers","Industrial","1,009,770"
2004,"ID","Energy-Only Providers","Industrial","41,259"
2004,"IL","Energy-Only Providers","Industrial","15,728,081"
2004,"MA","Energy-Only Providers","Industrial","2,684,314"
2004,"MD","Energy-Only Providers","Industrial","8,729,398"
2004,"ME","Energy-Only Providers","Industrial","3,516,507"
2004,"MI","Energy-Only Providers","Industrial","6,068,862"
2004,"MT","Energy-Only Providers","Industrial","2,432,865"
2004,"NH","Energy-Only Providers","Industrial","72,056"
2004,"NJ","Energy-Only Providers","Industrial","7,452,183"
2004,"NV","Energy-Only Providers","Industrial","1,708"
2004,"NY","Energy-Only Providers","Industrial","12,043,679"
2004,"OH","Energy-Only Providers","Industrial","9,878,161"
2004,"OR","Energy-Only Providers","Industrial","175,000"
2004,"PA","Energy-Only Providers","Industrial","1,970,316"
2004,"RI","Energy-Only Providers","Industrial","362,301"
2004,"VA","Energy-Only Providers","Industrial","0"
2004,"WA","Energy-Only Providers","Industrial","375,519"
2004,"US","Energy-Only Providers","Industrial","84,320,030"
2003,"AK","Total Electric Industry","Industrial","1,103,645"
2003,"AL","Total Electric Industry","Industrial","34,017,169"
2003,"AR","Total Electric Industry","Industrial","16,941,939"
2003,"AZ","Total Electric Industry","Industrial","10,913,500"
2003,"CA","Total Electric Industry","Industrial","49,908,922"
2003,"CO","Total Electric Industry","Industrial","11,075,619"
2003,"CT","Total Electric Industry","Industrial","5,365,918"
2003,"DC","Total Electric Industry","Industrial","267,248"
2003,"DE","Total Electric Industry","Industrial","4,523,034"
2003,"FL","Total Electric Industry","Industrial","19,374,815"
2003,"GA","Total Electric Industry","Industrial","34,768,042"
2003,"HI","Total Electric Industry","Industrial","3,846,089"
2003,"IA","Total Electric Industry","Industrial","16,802,715"
2003,"ID","Total Electric Industry","Industrial","8,662,593"
2003,"IL","Total Electric Industry","Industrial","43,041,769"
2003,"IN","Total Electric Industry","Industrial","47,283,820"
2003,"KS","Total Electric Industry","Industrial","10,381,938"
2003,"KY","Total Electric Industry","Industrial","42,570,167"
2003,"LA","Total Electric Industry","Industrial","27,250,507"
2003,"MA","Total Electric Industry","Industrial","9,984,161"
2003,"MD","Total Electric Industry","Industrial","27,175,526"
2003,"ME","Total Electric Industry","Industrial","3,793,491"
2003,"MI","Total Electric Industry","Industrial","39,812,955"
2003,"MN","Total Electric Industry","Industrial","21,916,302"
2003,"MO","Total Electric Industry","Industrial","14,830,600"
2003,"MS","Total Electric Industry","Industrial","15,281,322"
2003,"MT","Total Electric Industry","Industrial","4,266,980"
2003,"NC","Total Electric Industry","Industrial","30,314,336"
2003,"ND","Total Electric Industry","Industrial","2,953,603"
2003,"NE","Total Electric Industry","Industrial","8,421,411"
2003,"NH","Total Electric Industry","Industrial","2,402,891"
2003,"NJ","Total Electric Industry","Industrial","12,214,748"
2003,"NM","Total Electric Industry","Industrial","5,849,217"
2003,"NV","Total Electric Industry","Industrial","11,623,785"
2003,"NY","Total Electric Industry","Industrial","21,744,508"
2003,"OH","Total Electric Industry","Industrial","57,827,582"
2003,"OK","Total Electric Industry","Industrial","13,307,900"
2003,"OR","Total Electric Industry","Industrial","11,960,528"
2003,"PA","Total Electric Industry","Industrial","46,773,439"
2003,"RI","Total Electric Industry","Industrial","1,308,880"
2003,"SC","Total Electric Industry","Industrial","31,296,330"
2003,"SD","Total Electric Industry","Industrial","1,626,781"
2003,"TN","Total Electric Industry","Industrial","32,277,849"
2003,"TX","Total Electric Industry","Industrial","104,546,895"
2003,"UT","Total Electric Industry","Industrial","7,645,673"
2003,"VA","Total Electric Industry","Industrial","19,282,214"
2003,"VT","Total Electric Industry","Industrial","1,460,013"
2003,"WA","Total Electric Industry","Industrial","18,180,029"
2003,"WI","Total Electric Industry","Industrial","25,821,248"
2003,"WV","Total Electric Industry","Industrial","10,687,149"
2003,"WY","Total Electric Industry","Industrial","7,685,452"
2003,"US","Total Electric Industry","Industrial","1,012,373,247"
2003,"AK","Full-Service Providers","Industrial","1,103,645"
2003,"AL","Full-Service Providers","Industrial","34,017,169"
2003,"AR","Full-Service Providers","Industrial","16,941,939"
2003,"AZ","Full-Service Providers","Industrial","10,913,500"
2003,"CA","Full-Service Providers","Industrial","38,860,276"
2003,"CO","Full-Service Providers","Industrial","11,075,619"
2003,"CT","Full-Service Providers","Industrial","5,215,403"
2003,"DC","Full-Service Providers","Industrial","87,208"
2003,"DE","Full-Service Providers","Industrial","2,417,145"
2003,"FL","Full-Service Providers","Industrial","19,374,815"
2003,"GA","Full-Service Providers","Industrial","34,768,042"
2003,"HI","Full-Service Providers","Industrial","3,846,089"
2003,"IA","Full-Service Providers","Industrial","16,802,715"
2003,"ID","Full-Service Providers","Industrial","8,662,593"
2003,"IL","Full-Service Providers","Industrial","28,971,934"
2003,"IN","Full-Service Providers","Industrial","47,283,820"
2003,"KS","Full-Service Providers","Industrial","10,381,938"
2003,"KY","Full-Service Providers","Industrial","42,570,167"
2003,"LA","Full-Service Providers","Industrial","27,250,507"
2003,"MA","Full-Service Providers","Industrial","7,032,493"
2003,"MD","Full-Service Providers","Industrial","20,103,271"
2003,"ME","Full-Service Providers","Industrial","646,680"
2003,"MI","Full-Service Providers","Industrial","30,568,582"
2003,"MN","Full-Service Providers","Industrial","21,916,302"
2003,"MO","Full-Service Providers","Industrial","14,830,600"
2003,"MS","Full-Service Providers","Industrial","15,281,322"
2003,"MT","Full-Service Providers","Industrial","2,149,473"
2003,"NC","Full-Service Providers","Industrial","30,314,336"
2003,"ND","Full-Service Providers","Industrial","2,953,603"
2003,"NE","Full-Service Providers","Industrial","8,421,411"
2003,"NH","Full-Service Providers","Industrial","2,265,372"
2003,"NJ","Full-Service Providers","Industrial","8,574,902"
2003,"NM","Full-Service Providers","Industrial","5,849,217"
2003,"NV","Full-Service Providers","Industrial","11,623,785"
2003,"NY","Full-Service Providers","Industrial","10,193,853"
2003,"OH","Full-Service Providers","Industrial","49,137,696"
2003,"OK","Full-Service Providers","Industrial","13,307,900"
2003,"OR","Full-Service Providers","Industrial","11,960,528"
2003,"PA","Full-Service Providers","Industrial","44,431,568"
2003,"RI","Full-Service Providers","Industrial","1,006,481"
2003,"SC","Full-Service Providers","Industrial","31,296,330"
2003,"SD","Full-Service Providers","Industrial","1,626,781"
2003,"TN","Full-Service Providers","Industrial","32,277,849"
2003,"TX","Full-Service Providers","Industrial","104,546,895"
2003,"UT","Full-Service Providers","Industrial","7,645,673"
2003,"VA","Full-Service Providers","Industrial","19,282,214"
2003,"VT","Full-Service Providers","Industrial","1,460,013"
2003,"WA","Full-Service Providers","Industrial","16,217,901"
2003,"WI","Full-Service Providers","Industrial","25,821,248"
2003,"WV","Full-Service Providers","Industrial","10,687,149"
2003,"WY","Full-Service Providers","Industrial","7,685,452"
2003,"US","Full-Service Providers","Industrial","931,661,404"
2003,"CA","Energy-Only Providers","Industrial","11,048,646"
2003,"CT","Energy-Only Providers","Industrial","150,515"
2003,"DC","Energy-Only Providers","Industrial","180,040"
2003,"DE","Energy-Only Providers","Industrial","2,105,889"
2003,"IL","Energy-Only Providers","Industrial","14,069,835"
2003,"MA","Energy-Only Providers","Industrial","2,951,668"
2003,"MD","Energy-Only Providers","Industrial","7,072,255"
2003,"ME","Energy-Only Providers","Industrial","3,146,811"
2003,"MI","Energy-Only Providers","Industrial","9,244,373"
2003,"MT","Energy-Only Providers","Industrial","2,117,507"
2003,"NH","Energy-Only Providers","Industrial","137,519"
2003,"NJ","Energy-Only Providers","Industrial","3,639,846"
2003,"NY","Energy-Only Providers","Industrial","11,550,655"
2003,"OH","Energy-Only Providers","Industrial","8,689,886"
2003,"PA","Energy-Only Providers","Industrial","2,341,871"
2003,"RI","Energy-Only Providers","Industrial","302,399"
2003,"VA","Energy-Only Providers","Industrial","0"
2003,"WA","Energy-Only Providers","Industrial","1,962,128"
2003,"US","Energy-Only Providers","Industrial","80,711,843"
2002,"AK","Total Electric Industry","Industrial","1,087,855"
2002,"AL","Total Electric Industry","Industrial","32,615,340"
2002,"AR","Total Electric Industry","Industrial","16,886,708"
2002,"AZ","Total Electric Industry","Industrial","11,026,379"
2002,"CA","Total Electric Industry","Industrial","48,447,725"
2002,"CO","Total Electric Industry","Industrial","10,672,226"
2002,"CT","Total Electric Industry","Industrial","5,370,339"
2002,"DC","Total Electric Industry","Industrial","282,397"
2002,"DE","Total Electric Industry","Industrial","4,151,034"
2002,"FL","Total Electric Industry","Industrial","18,959,313"
2002,"GA","Total Electric Industry","Industrial","34,603,113"
2002,"HI","Total Electric Industry","Industrial","3,770,401"
2002,"IA","Total Electric Industry","Industrial","16,547,527"
2002,"ID","Total Electric Industry","Industrial","6,352,163"
2002,"IL","Total Electric Industry","Industrial","39,287,515"
2002,"IN","Total Electric Industry","Industrial","47,481,232"
2002,"KS","Total Electric Industry","Industrial","10,195,483"
2002,"KY","Total Electric Industry","Industrial","43,812,377"
2002,"LA","Total Electric Industry","Industrial","29,661,709"
2002,"MA","Total Electric Industry","Industrial","10,086,842"
2002,"MD","Total Electric Industry","Industrial","20,874,507"
2002,"ME","Total Electric Industry","Industrial","3,549,827"
2002,"MI","Total Electric Industry","Industrial","33,537,474"
2002,"MN","Total Electric Industry","Industrial","21,514,632"
2002,"MO","Total Electric Industry","Industrial","15,341,437"
2002,"MS","Total Electric Industry","Industrial","15,020,552"
2002,"MT","Total Electric Industry","Industrial","4,462,794"
2002,"NC","Total Electric Industry","Industrial","31,381,089"
2002,"ND","Total Electric Industry","Industrial","2,635,775"
2002,"NE","Total Electric Industry","Industrial","7,563,454"
2002,"NH","Total Electric Industry","Industrial","2,222,292"
2002,"NJ","Total Electric Industry","Industrial","11,475,853"
2002,"NM","Total Electric Industry","Industrial","5,315,758"
2002,"NV","Total Electric Industry","Industrial","11,372,586"
2002,"NY","Total Electric Industry","Industrial","25,148,005"
2002,"OH","Total Electric Industry","Industrial","58,471,510"
2002,"OK","Total Electric Industry","Industrial","12,897,521"
2002,"OR","Total Electric Industry","Industrial","12,295,887"
2002,"PA","Total Electric Industry","Industrial","47,089,551"
